OBJECTID,YeshuvName,Dunam,AnafName,AnafSub,GrowthEng,CoverTypeE,kWh/kPW,Muni_Eng,Machoz,area_sqm (GIS),Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Potential revenue fron energy production (tracking) mln NIS,Potential revenue fron energy production (fix) mln NIS,Feasability to install PVs?,Average influence of PV on crops,Average KG per dunham,"Average price per KG, NIS","Potential revenue from crops before PV, mln NIS","Potential revenue from crops after PV, mln NIS",Added value on income from crops after PV (mln NIS),"Total revenue, mln NIS","added value from PV, mln NIS"
521,כסרא-סמיע,0.70,plantations,olives,Plantations,Open Area,1735,Kisrah - Smi'a,North,700.38,0.11,0.07,0.105714935,0.071691737,0.03171448,0.021507521,1,1,1000,8,0.005602832,0.005602832,0,0.011964708,0.006361876
627,כסרא-סמיע,15.78,plantations,olives,Plantations,Open Area,1765,Kisrah - Smi'a,North,15782.70,2.42,1.64,2.42340682,1.643459798,0.727022046,0.493037939,1,1,1000,8,0.126256094,0.126256094,0,0.272968832,0.146712738
765,כסרא-סמיע,8.65,plantations,olives,Plantations,Open Area,1735,Kisrah - Smi'a,North,8647.33,1.31,0.89,1.305217798,0.885147702,0.39156534,0.265544311,1,1,1000,8,0.069175808,0.069175808,0,0.147723209,0.078547401
816,כסרא-סמיע,14.98,plantations,olives,Plantations,Open Area,1765,Kisrah - Smi'a,North,14979.20,2.30,1.56,2.300039319,1.55979678,0.690011796,0.467939034,1,1,1000,8,0.119828821,0.119828821,0,0.259072906,0.139244085
673,כפר olives,9.90,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Hagalil Hatahton,North,9938.73,1.51,1.02,1.5029685,1.0192545,0.45089055,0.30577635,1,1.04,2000,2,0.0396,0.041184,0.001584,0.14702094,0.10583694
99,כפר olives,24.60,non-processed,non-processed,Not cultivated,Open Area,1745,Hagalil Hatahton,North,24582.30,3.73,2.53,3.734649,2.532693,1.1203947,0.7598079,1,1,0,0,0,0,0,0.30392316,0.30392316
767,כפר אביב,4.06,plantations,subtropical,Plantations,Open Area,1795,Gderot,Center,4064.08,0.63,0.43,0.634672639,0.430410181,0.190401792,0.129123054,1,1,1000,5,0.020320579,0.020320579,0,0.063841569,0.04352099
600,כפר אוריה,6.60,non-processed,non-processed,Not cultivated,Open Area,1765,Ma'te Yehuda,Jerusalem,6598.56,1.01,0.69,1.013463,0.687291,0.3040389,0.2061873,1,1,0,0,0,0,0,0.08247492,0.08247492
766,"כפר אז""ר",3.30,plantations,olives,Plantations,Open Area,1775,Ramat Gan,Tel Aviv,3274.22,0.51,0.34,0.5096025,0.3455925,0.15288075,0.10367775,1,1,1000,8,0.0264,0.0264,0,0.0573111,0.0309111
989,כפר אחים,7.50,plantations,deciduous,Plantations,Open Area,1795,Be'er Tuvya,South,7451.89,1.16,0.79,1.1712375,0.7942875,0.35137125,0.23828625,1,1,1000,8,0.06,0.06,0,0.1313145,0.0713145
92,כפר ביאליק,2.90,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Zevulun,Haifa,2929.56,0.45,0.3,0.4427865,0.3002805,0.13283595,0.09008415,1,1.04,2000,2,0.0116,0.012064,0.000464,0.04327206,0.03120806
60,כפר ביאליק,2.36,flowers,flowers nursery,Flowers,Greenhouse,1755,Zevulun,Haifa,2359.01,0.36,0.24,0.360172192,0.244254705,0.108051658,0.073276411,1,1.05,500,20,0.023589232,0.024768694,0.001179462,0.044171781,0.019403087
185,כפר ביאליק,14.90,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1755,Kiryat Ata,Haifa,14925.30,2.28,1.55,2.2750065,1.5428205,0.68250195,0.46284615,1,1.1,2000,5,0.149,0.1639,0.0149,0.28347846,0.11957846
495,כפר ביאליק,6.70,plantations,olives,Plantations,Open Area,1755,Kiryat Ata,Haifa,6672.47,1.02,0.69,1.0229895,0.6937515,0.30689685,0.20812545,1,1,1000,8,0.0536,0.0536,0,0.11541018,0.06181018
26,"כפר ביל""ו",0.85,citrus,peelables,Citrus,Open Area,1785,Gezer,Center,853.72,0.13,0.09,0.132577165,0.089908652,0.039773149,0.026972596,1,1.03,4000,6,0.020489082,0.021103754,0.000614672,0.023451291,0.002347537
844,כפר בלום,6.85,plantations,deciduous,Plantations,Open Area,1735,Hagalil Ha'elyon,North,6845.27,1.03,0.7,1.033248945,0.700709055,0.309974683,0.210212716,1,1,1000,8,0.054761612,0.054761612,0,0.116942054,0.062180442
95,כפר בן-נון,18.15,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1765,Gezer,Center,18148.70,2.79,1.89,2.786749933,1.889864897,0.83602498,0.566959469,1,1.04,2000,2,0.07259288,0.075496595,0.002903715,0.272081745,0.196585149
709,כפר בן-נון,20.35,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1765,Gezer,Center,20350.70,3.12,2.12,3.124870147,2.119164812,0.937461044,0.635749444,1,1.04,2000,2,0.081400675,0.084656702,0.003256027,0.305093798,0.220437097
700,כפר גליקסון,4.70,non-processed,non-processed,Not cultivated,Open Area,1735,Menashe,Haifa,4679.35,0.71,0.48,0.7094415,0.4811155,0.21283245,0.14433465,1,1,0,0,0,0,0,0.05773386,0.05773386
516,כפר גלעדי,6.40,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1705,Hagalil Ha'elyon,North,6410.90,0.95,0.64,0.949344,0.643808,0.2848032,0.1931424,1,1,2000,5,0.064,0.064,0,0.11565696,0.05165696
401,כפר גלעדי,43.10,plantations,subtropical,Plantations,Open Area,1755,Hagalil Ha'elyon,North,43097.40,6.58,4.46,6.5807235,4.4627895,1.97421705,1.33883685,1,1,1000,5,0.2155,0.2155,0,0.66483474,0.44933474
68,כפר הנשיא,22.30,plantations,subtropical,Plantations,Open Area,1755,Hagalil Ha'elyon,North,22282.00,3.40,2.31,3.4048755,2.3090535,1.02146265,0.69271605,1,1,1000,5,0.1115,0.1115,0,0.34398642,0.23248642
12,כפר הס,3.61,flowers,flowers general,Flowers,Open Area,1755,Lev Hasharon,Center,3607.48,0.55,0.37,0.550792623,0.373526032,0.165237787,0.112057809,1,1.05,500,20,0.036073787,0.037877477,0.001803689,0.06754961,0.029672133
17,"כפר הרא""ה",6.93,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1755,Emek Hefer,Center,6935.09,1.06,0.72,1.058859706,0.718077272,0.317657912,0.215423182,1,1.04,2000,4,0.055479436,0.057698613,0.002219177,0.120788441,0.063089827
87,"כפר הרא""ה",45.66,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Emek Hefer,Center,45660.00,6.97,4.73,6.971421986,4.727745944,2.091426596,1.418323783,1,1,2000,5,0.456588531,0.456588531,0,0.841282632,0.384694101
832,"כפר הרא""ה",2.70,citrus,orange-like,Citrus,Open Area,1755,Emek Hefer,Center,2746.96,0.42,0.28,0.4122495,0.2795715,0.12367485,0.08387145,1,1.03,4000,4,0.0432,0.044496,0.001296,0.06024618,0.01575018
983,"כפר הרא""ה",10.41,citrus,peelables,Citrus,Open Area,1745,Emek Hefer,Center,10408.10,1.58,1.07,1.580052677,1.071529976,0.474015803,0.321458993,1,1.03,4000,6,0.249786018,0.257279598,0.007493581,0.282951356,0.025671758
196,כפר ורבורג,9.30,plantations,deciduous,Plantations,Open Area,1795,Be'er Tuvya,South,9251.18,1.44,0.98,1.4523345,0.9849165,0.43570035,0.29547495,1,1,1000,8,0.0744,0.0744,0,0.16282998,0.08842998
40,כפר ורבורג,3.42,flowers,flowers nursery,Flowers,Open Area,1795,Be'er Tuvya,South,3423.75,0.53,0.36,0.534675866,0.362596277,0.16040276,0.108778883,1,1.05,500,20,0.034237881,0.035949775,0.001711894,0.065081418,0.029131643
176,כפר ורבורג,1.90,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1795,Be'er Tuvya,South,1901.23,0.30,0.2,0.296908951,0.201352048,0.089072685,0.060405614,1,1.1,2000,5,0.019012516,0.020913767,0.001901252,0.036710506,0.015796739
715,כפר ורבורג,22.90,citrus,orange-like,Citrus,Open Area,1795,Be'er Tuvya,South,22896.40,3.58,2.42,3.5761785,2.4252245,1.07285355,0.72756735,1,1.03,4000,4,0.3664,0.377392,0.010992,0.51746214,0.14007014
791,כפר ורבורג,5.50,plantations,vineyard,Plantations,Open Area,1805,Be'er Tuvya,South,5453.53,0.86,0.58,0.8636925,0.5857225,0.25910775,0.17571675,1,1,1000,20,0.11,0.11,0,0.1362867,0.0262867
577,כפר חיים,1.48,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1765,Emek Hefer,Center,1481.11,0.23,0.15,0.227426446,0.154231727,0.068227934,0.046269518,1,1.1,2000,5,0.014810748,0.016291823,0.001481075,0.028282901,0.011991078
355,כפר חיים,7.22,citrus,peelables,Citrus,Open Area,1745,Emek Hefer,Center,7224.87,1.10,0.74,1.096814102,0.74381646,0.329044231,0.223144938,1,1.03,4000,6,0.173392211,0.178593977,0.005201766,0.196414361,0.017820384
398,כפר חסידים א',10.10,flowers,greens,Flowers,Open Area,1745,Zevulun,Haifa,10099.20,1.53,1.04,1.5333315,1.0398455,0.45999945,0.31195365,1,1.05,500,20,0.101,0.10605,0.00505,0.18841146,0.08236146
864,כפר טרומן,1.36,flowers,flowers nursery,Flowers,Greenhouse,1765,Hevel Modi'in,Center,1355.04,0.21,0.14,0.208067324,0.141103128,0.062420197,0.042330938,1,1.05,500,20,0.01355002,0.01422752,0.000677501,0.025468888,0.011241367
610,כפר יהושע,102.90,field crops,field crops for silage,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,102917.00,15.62,10.6,15.6217635,10.5940695,4.68652905,3.17822085,1,1.04,2000,4,0.8232,0.856128,0.032928,1.78496514,0.92883714
453,כפר יהושע,15.80,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,15788.70,2.40,1.63,2.398677,1.626689,0.7196031,0.4880067,1,1.04,2000,2,0.0632,0.065728,0.002528,0.23463948,0.16891148
687,כפר יהושע,11.30,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Emek Yizrael,North,11321.50,1.73,1.17,1.7253405,1.1700585,0.51760215,0.35101755,1,1.04,2000,2,0.0452,0.047008,0.001808,0.16861182,0.12160382
893,כפר יהושע,10.30,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Emek Yizrael,North,10340.40,1.57,1.06,1.5636945,1.0604365,0.46910835,0.31813095,1,1.04,2000,2,0.0412,0.042848,0.001648,0.15296118,0.11011318
43,כפר יעבץ,5.68,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Lev Hasharon,Center,5683.89,0.86,0.59,0.862873033,0.58516677,0.25886191,0.175550031,1,1.04,2000,2,0.022734856,0.02364425,0.000909394,0.084406562,0.060762312
506,כפר כמא,22.80,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Kama,North,22792.00,3.48,2.36,3.481218,2.360826,1.0443654,0.7082478,1,1,2000,5,0.228,0.228,0,0.42009912,0.19209912
580,כפר כמא,6.00,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Kama,North,5981.03,0.91,0.62,0.91611,0.62127,0.274833,0.186381,1,1,2000,5,0.06,0.06,0,0.1105524,0.0505524
834,כפר כמא,5.30,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Kama,North,5274.03,0.81,0.55,0.8092305,0.5487885,0.24276915,0.16463655,1,1,2000,5,0.053,0.053,0,0.09765462,0.04465462
887,כפר כנא,5.60,plantations,general plantation,Plantations,Open Area,1755,Kefar Kana,North,5555.34,0.85,0.58,0.855036,0.579852,0.2565108,0.1739556,1,1,1000,5,0.028,0.028,0,0.08638224,0.05838224
19,כפר כנא,2.10,plantations,olives,Plantations,Open Area,1755,Kefar Kana,North,2129.32,0.33,0.22,0.3206385,0.2174445,0.09619155,0.06523335,1,1,1000,8,0.0168,0.0168,0,0.03617334,0.01937334
116,כפר כנא,1.20,plantations,olives,Plantations,Open Area,1765,Kefar Kana,North,1165.50,0.18,0.12,0.184266,0.124962,0.0552798,0.0374886,1,1,1000,8,0.0096,0.0096,0,0.02075544,0.01115544
653,כפר כנא,2.10,plantations,olives,Plantations,Open Area,1755,Kefar Kana,North,2065.84,0.32,0.21,0.3206385,0.2174445,0.09619155,0.06523335,1,1,1000,8,0.0168,0.0168,0,0.03617334,0.01937334
808,כפר כנא,7.20,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Kana,North,7180.25,1.10,0.74,1.099332,0.745524,0.3297996,0.2236572,1,1,2000,5,0.072,0.072,0,0.13266288,0.06066288
584,כפר מונש,3.00,citrus,orange-like,Citrus,Open Area,1765,Emek Hefer,Center,3038.16,0.47,0.32,0.460665,0.312405,0.1381995,0.0937215,1,1.03,4000,4,0.048,0.04944,0.00144,0.0671526,0.0177126
76,כפר מונש,5.71,citrus,peelables,Citrus,Open Area,1745,Emek Hefer,Center,5707.40,0.87,0.59,0.866444486,0.587588789,0.259933346,0.176276637,1,1.03,4000,6,0.136973736,0.141082948,0.004109212,0.155160423,0.014077476
578,כפר מימון,18.30,citrus,lemon-like,Citrus,Open Area,1815,Sdot Negev,South,18288.50,2.89,1.96,2.8896615,1.9596555,0.86689845,0.58789665,1,1.03,4000,4,0.2928,0.301584,0.008784,0.41610906,0.11452506
850,כפר מצר,1.70,plantations,general plantation,Plantations,Open Area,1745,Bustan al Marj,North,1703.74,0.26,0.18,0.258645113,0.175403008,0.077593534,0.052620902,1,1,1000,5,0.008518431,0.008518431,0,0.026159419,0.017640989
180,כפר מצר,64.10,plantations,olives,Plantations,Open Area,1745,Bustan al Marj,North,64113.60,9.73,6.6,9.7313415,6.5994155,2.91940245,1.97982465,1,1,1000,8,0.5128,0.5128,0,1.09960986,0.58680986
360,כפר מצר,32.20,plantations,olives,Plantations,Open Area,1745,Bustan al Marj,North,32234.80,4.89,3.32,4.888443,3.315151,1.4665329,0.9945453,1,1,1000,8,0.2576,0.2576,0,0.55237812,0.29477812
103,כפר מרדכי,7.29,citrus,peelables,Citrus,Open Area,1785,Gderot,Center,7292.11,1.13,0.77,1.132429112,0.767969168,0.339728734,0.23039075,1,1.03,4000,6,0.175010778,0.180261101,0.005250323,0.200312961,0.02005186
313,כפר נטר,3.40,plantations,subtropical,Plantations,Open Area,1765,Even Yehuda,Center,3400.98,0.52,0.35,0.522228509,0.354154966,0.156668553,0.10624649,1,1,1000,5,0.017004608,0.017004608,0,0.052701361,0.035696753
877,כפר עזה,137.30,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1815,Sha'ar Hanegev,South,137254.00,21.67,14.7,21.6803565,14.7027705,6.50410695,4.41083115,1,1.04,2000,2,0.5492,0.571168,0.021968,2.10703326,1.53586526
197,כפר קאסם,4.94,plantations,olives,Plantations,Open Area,1755,Kefar Kasem,Center,4938.86,0.75,0.51,0.754067231,0.511378927,0.226220169,0.153413678,1,1,1000,8,0.039509695,0.039509695,0,0.085071288,0.045561593
657,כפר קיש,21.90,plantations,deciduous,Plantations,Open Area,1765,Hagalil Hatahton,North,21940.50,3.37,2.28,3.3628545,2.2805565,1.00885635,0.68416695,1,1,1000,8,0.1752,0.1752,0,0.37878678,0.20358678
976,כפר קיש,118.60,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Yavne'el,North,118578.00,18.11,12.28,18.108441,12.280437,5.4325323,3.6841311,1,1.04,2000,2,0.4744,0.493376,0.018976,1.76967804,1.27630204
364,כפר ראש הנקרה,9.20,citrus,grapefruits,Citrus,Open Area,1725,Ma'te Asher,North,9241.00,1.39,0.94,1.38069,0.93633,0.414207,0.280899,1,1.03,4000,4,0.1472,0.151616,0.004416,0.2033292,0.0517132
502,כפר רות,1.03,others,greenhouse crops,Vegetables in covered area,Greenhouse,1765,Hevel Modi'in,Center,1025.77,0.16,0.11,0.157507232,0.10681525,0.04725217,0.032044575,1,1,2000,5,0.010257382,0.010257382,0,0.018972259,0.008714877
774,כפר רות,1.19,others,greenhouse crops,Vegetables in covered area,Greenhouse,1765,Hevel Modi'in,Center,1194.56,0.18,0.12,0.18342356,0.12439069,0.055027068,0.037317207,1,1,2000,5,0.011945138,0.011945138,0,0.022093965,0.010148828
904,כפר שמאי,0.41,flowers,greens,Flowers,Open Area,1785,Merom Hagalil,North,406.80,0.06,0.04,0.063172464,0.042841096,0.018951739,0.012852329,1,1.05,500,20,0.004067901,0.004271296,0.000203395,0.007703709,0.003432413
262,כפר שמאי,0.48,vegetables,periodic vegetables,Vegetables & field crops in uncovered area,Open Area,1785,Merom Hagalil,North,482.57,0.07,0.05,0.074937728,0.050819839,0.022481318,0.015245952,1,1.1,2000,5,0.004825508,0.005308059,0.000482551,0.009283216,0.003975157
135,כפר שמואל,11.00,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1765,Gezer,Center,10997.60,1.69,1.15,1.688694521,1.145206629,0.506608356,0.343561989,1,1.1,2000,5,0.109973268,0.120970595,0.010997327,0.210007153,0.089036557
298,כפר תבור,23.01,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Tavor,North,23013.30,3.51,2.38,3.513670511,2.382834025,1.054101153,0.714850207,1,1.04,2000,2,0.092050182,0.095732189,0.003682007,0.343379397,0.247647207
813,כפר תבור,93.60,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Kefar Tavor,North,93602.20,14.29,9.69,14.291316,9.691812,4.2873948,2.9075436,1,1.04,2000,2,0.3744,0.389376,0.014976,1.39664304,1.00726704
193,כפר תבור,14.60,plantations,olives,Plantations,Open Area,1755,Kefar Tavor,North,14584.20,2.23,1.51,2.229201,1.511757,0.6687603,0.4535271,1,1,1000,8,0.1168,0.1168,0,0.25149084,0.13469084
318,כפר תבור,6.01,plantations,vineyard,Plantations,Open Area,1745,Kefar Tavor,North,6007.34,0.91,0.62,0.911974263,0.618465305,0.273592279,0.185539591,1,1,1000,20,0.12014284,0.12014284,0,0.146301541,0.026158701
7,כרמיאל,7.00,plantations,general plantation,Plantations,Open Area,1755,Karmiel,North,7021.72,1.07,0.73,1.068795,0.724815,0.3206385,0.2174445,1,1,1000,5,0.035,0.035,0,0.1079778,0.0729778
50,כרמיאל,51.60,plantations,olives,Plantations,Open Area,1755,Karmiel,North,51627.10,7.88,5.35,7.878546,5.342922,2.3635638,1.6028766,1,1,1000,8,0.4128,0.4128,0,0.88883064,0.47603064
769,כרמיאל,13.50,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,Karmiel,North,13483.60,2.06,1.4,2.0612475,1.3978575,0.61837425,0.41935725,1,1,2000,5,0.135,0.135,0,0.2487429,0.1137429
96,כרמיה,14.64,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1815,Hof Ashkelon,South,14640.70,2.31,1.57,2.311960044,1.56788095,0.693588013,0.470364285,1,1.1,2000,5,0.146414619,0.161056081,0.014641462,0.284779363,0.123723282
788,לימן,2.90,non-processed,non-processed,Not cultivated,Open Area,1725,Ma'te Asher,North,2889.38,0.43,0.29,0.4352175,0.2951475,0.13056525,0.08854425,1,1,0,0,0,0,0,0.0354177,0.0354177
586,לימן,4.90,plantations,subtropical,Plantations,Open Area,1725,Ma'te Asher,North,4891.30,0.73,0.5,0.7353675,0.4986975,0.22061025,0.14960925,1,1,1000,5,0.0245,0.0245,0,0.0745437,0.0500437
39,לכיש,9.50,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,9544.68,1.48,1.01,1.4753025,1.0004925,0.44259075,0.30014775,1,1,1000,20,0.19,0.19,0,0.2340591,0.0440591
111,לכיש,5.70,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,5722.76,0.89,0.6,0.8851815,0.6002955,0.26555445,0.18008865,1,1,1000,20,0.114,0.114,0,0.14043546,0.02643546
246,לכיש,12.50,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1775,Lahish,South,12547.90,1.94,1.31,1.9303125,1.3090625,0.57909375,0.39271875,1,1,1000,20,0.25,0.25,0,0.3070875,0.0570875
282,לכיש,7.30,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,7322.67,1.14,0.77,1.1336535,0.7687995,0.34009605,0.23063985,1,1,1000,20,0.146,0.146,0,0.17985594,0.03385594
436,לכיש,6.60,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,6606.40,1.03,0.7,1.024947,0.695079,0.3074841,0.2085237,1,1,1000,20,0.132,0.132,0,0.16260948,0.03060948
632,לכיש,8.00,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,7988.07,1.24,0.84,1.24236,0.84252,0.372708,0.252756,1,1,1000,20,0.16,0.16,0,0.1971024,0.0371024
839,לכיש,11.50,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,11492.90,1.78,1.21,1.7858925,1.2111225,0.53576775,0.36333675,1,1,1000,20,0.23,0.23,0,0.2833347,0.0533347
1015,לכיש,2.50,plantations,vineyard,Plantations and Citrus in covered area,Net Cover,1785,Lahish,South,2468.74,0.38,0.26,0.3882375,0.2632875,0.11647125,0.07898625,1,1,1000,20,0.05,0.05,0,0.0615945,0.0115945
764,ללא שייכות - בקעת,0.30,others,greenhouse crops,Vegetables in covered area,Greenhouse,1755,Jordan valley,Other,348.16,0.05,0.04,0.0458055,0.0310635,0.01374165,0.00931905,1,1,2000,5,0.003,0.003,0,0.00552762,0.00252762
934,ללא שייכות - בקעת,0.90,others,greenhouse crops,Vegetables in covered area,Greenhouse,1735,Jordan valley,Other,938.34,0.14,0.1,0.1358505,0.0921285,0.04075515,0.02763855,1,1,2000,5,0.009,0.009,0,0.01645542,0.00745542
3,ללא שייכות - בקעת,5.30,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1765,Jordan valley,Other,5349.63,0.82,0.56,0.8138415,0.5519155,0.24415245,0.16557465,1,1,2000,5,0.053,0.053,0,0.09802986,0.04502986
66,ללא שייכות - בקעת,12.10,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1735,Jordan valley,Other,12094.90,1.83,1.24,1.8264345,1.2386165,0.54793035,0.37158495,1,1,2000,5,0.121,0.121,0,0.22123398,0.10023398
426,ללא שייכות - בקעת,6.60,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1765,Jordan valley,Other,6626.81,1.02,0.69,1.013463,0.687291,0.3040389,0.2061873,1,1,2000,5,0.066,0.066,0,0.12207492,0.05607492
9,ללא שייכות - שומר,1.40,others,greenhouse crops,Vegetables in covered area,Greenhouse,1755,Samaria,Other,1362.13,0.21,0.14,0.213759,0.144963,0.0641277,0.0434889,1,1,2000,5,0.014,0.014,0,0.02579556,0.01179556
463,ללא שייכות - שומר,0.70,others,greenhouse crops,Vegetables in covered area,Greenhouse,1755,Samaria,Other,711.32,0.11,0.07,0.1068795,0.0724815,0.03206385,0.02174445,1,1,2000,5,0.007,0.007,0,0.01289778,0.00589778
469,ללא שייכות - שומר,1.50,others,greenhouse crops,Vegetables in covered area,Greenhouse,1735,Samaria,Other,1499.03,0.23,0.15,0.2264175,0.1535475,0.06792525,0.04606425,1,1,2000,5,0.015,0.015,0,0.0274257,0.0124257
484,ללא שייכות - שומר,42.00,plantations,olives,Plantations,Open Area,1745,Samaria,Other,41963.20,6.37,4.32,6.37623,4.32411,1.912869,1.297233,1,1,1000,8,0.336,0.336,0,0.7204932,0.3844932
648,ללא שייכות - שומר,178.19,plantations,olives,Plantations,Open Area,1745,Samaria,Other,178194.00,27.05,18.35,27.0514988,18.3452693,8.115449641,5.503580791,1,1,1000,8,1.425498076,1.425498076,0,3.056731162,1.631233086
146,מאור,13.00,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Menashe,Haifa,12983.60,1.96,1.33,1.962285,1.330745,0.5886855,0.3992235,1,1.04,2000,2,0.052,0.05408,0.00208,0.1921374,0.1380574
995,מבקיעים,26.00,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Hof Ashkelon,South,25961.60,4.08,2.76,4.08291,2.76887,1.224873,0.830661,1,1.04,2000,2,0.104,0.10816,0.00416,0.3971604,0.2890004
485,מג'ד אל-כרום,0.64,plantations,olives,Plantations,Open Area,1735,Majd al Kerum,North,641.23,0.10,0.07,0.096786145,0.065636581,0.029035844,0.019690974,1,1,1000,8,0.005129611,0.005129611,0,0.010954156,0.005824545
854,מג'ד אל-כרום,3.38,plantations,olives,Plantations,Open Area,1725,Majd al Kerum,North,3384.36,0.51,0.34,0.507886189,0.344428565,0.152365857,0.10332857,1,1,1000,8,0.027073727,0.027073727,0,0.057575664,0.030501937
885,מג'ד אל-כרום,7.54,plantations,olives,Plantations,Open Area,1735,Karmiel,North,7538.45,1.14,0.77,1.137843419,0.77164094,0.341353026,0.231492282,1,1,1000,8,0.06030506,0.06030506,0,0.128779949,0.068474889
28,מגאר,12.76,plantations,olives,Plantations,Open Area,1765,Mughar,North,12759.00,1.96,1.33,1.959141122,1.328612944,0.587742336,0.398583883,1,1,1000,8,0.102068503,0.102068503,0,0.220674655,0.118606152
29,מגאר,2.10,plantations,olives,Plantations,Open Area,1755,Mughar,North,2099.61,0.32,0.22,0.32056801,0.217396696,0.096170403,0.065219009,1,1,1000,8,0.016796307,0.016796307,0,0.036165388,0.019369081
44,מגאר,6.80,plantations,olives,Plantations,Open Area,1755,Mughar,North,6798.55,1.04,0.7,1.037997451,0.703929306,0.311399235,0.211178792,1,1,1000,8,0.054386348,0.054386348,0,0.117103326,0.062716977
177,מגאר,24.79,plantations,olives,Plantations,Open Area,1755,Mughar,North,24787.70,3.78,2.57,3.784578621,2.566553318,1.135373586,0.769965995,1,1,1000,8,0.198294718,0.198294718,0,0.426963229,0.228668511
189,מגאר,44.40,plantations,olives,Plantations,Open Area,1755,Mughar,North,44406.40,6.78,4.6,6.779966103,4.597908047,2.033989831,1.379372414,1,1,1000,8,0.355239407,0.355239407,0,0.76489261,0.409653203
304,מגאר,11.10,plantations,olives,Plantations,Open Area,1755,Mughar,North,11088.50,1.69,1.15,1.6948035,1.1493495,0.50844105,0.34480485,1,1,1000,8,0.0888,0.0888,0,0.19120194,0.10240194
405,מגאר,1.72,plantations,olives,Plantations,Open Area,1765,Mughar,North,1716.64,0.26,0.18,0.263590871,0.178757028,0.079077261,0.053627108,1,1,1000,8,0.013732714,0.013732714,0,0.029690472,0.015957758
649,מגאר,25.03,plantations,olives,Plantations,Open Area,1765,Mughar,North,25032.40,3.84,2.61,3.843722437,2.606662342,1.153116731,0.781998703,1,1,1000,8,0.200252545,0.200252545,0,0.432951008,0.232698463
652,מגאר,5.70,plantations,olives,Plantations,Open Area,1755,Mughar,North,5704.48,0.87,0.59,0.870980928,0.590665227,0.261294278,0.177199568,1,1,1000,8,0.045635442,0.045635442,0,0.098261092,0.052625651
712,מגאר,4.80,plantations,olives,Plantations,Open Area,1765,Mughar,North,4801.27,0.74,0.5,0.737235361,0.49996421,0.221170608,0.149989263,1,1,1000,8,0.038408928,0.038408928,0,0.083041062,0.044632134
938,מגאר,2.28,plantations,olives,Plantations,Open Area,1755,Mughar,North,2281.85,0.35,0.24,0.348391976,0.236265823,0.104517593,0.070879747,1,1,1000,8,0.018254156,0.018254156,0,0.039304392,0.021050236
971,מגאר,3.14,plantations,olives,Plantations,Open Area,1755,Mughar,North,3143.88,0.48,0.33,0.480006602,0.325521718,0.144001981,0.097656516,1,1,1000,8,0.025150164,0.025150164,0,0.054152705,0.029002541
